id,polygon_type,n,algo,time,total_elength,mean_elength,total_dlength,mean_dlength,max_dlength,min_dlength,norm_dlength,norm_max_dlength,norm_min_dlength
random_polygon_75_0013,random,75,ear_clipping,0.0048416671343147755,11.56481501241704,0.15419753349889387,17.290036114329933,0.24013939047680463,0.7228442464193718,0.03101641575593526,1.557349102983721,4.687780861452995,0.20114728849510266
random_polygon_75_0013,random,75,optimal_minsum,0.012329749763011932,11.56481501241704,0.15419753349889387,11.037456158804554,0.15329800220561882,0.43037538775203577,0.03101641575593526,0.9941663704155066,2.7910653172355904,0.20114728849510266
random_polygon_75_0013,random,75,optimal_minimax,0.01247020810842514,11.56481501241704,0.15419753349889387,11.612340999311192,0.1612825138793221,0.39968388382671377,0.03101641575593526,1.045947430024742,2.592025143058341,0.20114728849510266
random_polygon_75_0013,random,75,optimal_maximin,0.012436749879270792,11.56481501241704,0.15419753349889387,18.297840406824285,0.254136672317004,0.6526406567763806,0.03200888167537185,1.6481241077622493,4.232497381555473,0.20758361660565386
random_polygon_75_0014,random,75,ear_clipping,0.004684499930590391,11.100732674203009,0.14800976898937346,13.313964059193479,0.18491616748879833,0.5273171701505474,0.011588688510977286,1.2493510985891385,3.5627186891184643,0.07829678128751968
random_polygon_75_0014,random,75,optimal_minsum,0.014377667102962732,11.100732674203009,0.14800976898937346,8.801715399611833,0.12224604721683102,0.34259306542119883,0.011588688510977286,0.8259322884667689,2.3146652262243292,0.07829678128751968
random_polygon_75_0014,random,75,optimal_minimax,0.014415124896913767,11.100732674203009,0.14800976898937346,9.908207613490868,0.13761399463181762,0.34259306542119883,0.011588688510977286,0.9297629174848437,2.3146652262243292,0.07829678128751968
random_polygon_75_0014,random,75,optimal_maximin,0.014409790746867657,11.100732674203009,0.14800976898937346,12.07128311870728,0.16765670998204554,0.48622097666103,0.011588688510977286,1.1327408395190635,3.2850600334085978,0.07829678128751968
random_polygon_75_0015,random,75,ear_clipping,0.004570040851831436,12.930673932901971,0.1724089857720263,16.509031394790828,0.22929210270542816,0.7764155500046982,0.01554222256432198,1.3299312775299168,4.503335754386609,0.0901474044100765
random_polygon_75_0015,random,75,optimal_minsum,0.008524542208760977,12.930673932901971,0.1724089857720263,9.808031615891238,0.13622266133182276,0.3265612760416999,0.01554222256432198,0.7901134660808681,1.894108213556263,0.0901474044100765
random_polygon_75_0015,random,75,optimal_minimax,0.008708958979696035,12.930673932901971,0.1724089857720263,10.825898173900693,0.15035969685973186,0.3265612760416999,0.01554222256432198,0.8721105584284924,1.894108213556263,0.0901474044100765
random_polygon_75_0015,random,75,optimal_maximin,0.008632707875221968,12.930673932901971,0.1724089857720263,17.296764925428523,0.24023284618650725,0.7764155500046982,0.01554222256432198,1.3933893590915465,4.503335754386609,0.0901474044100765
random_polygon_75_0016,random,75,ear_clipping,0.00474579120054841,10.922004063515388,0.14562672084687184,19.10982242511803,0.26541420034886154,0.8550020022808178,0.0045050525986386,1.8225652463049526,5.871189005071825,0.030935617944564682
random_polygon_75_0016,random,75,optimal_minsum,0.008455334231257439,10.922004063515388,0.14562672084687184,10.799823120706202,0.1499975433431417,0.33611611667878255,0.0045050525986386,1.0300138770608303,2.308066230731189,0.030935617944564682
random_polygon_75_0016,random,75,optimal_minimax,0.008611917030066252,10.922004063515388,0.14562672084687184,11.617894155075923,0.16135964104272116,0.33611611667878255,0.0045050525986386,1.1080359435710474,2.308066230731189,0.030935617944564682
random_polygon_75_0016,random,75,optimal_maximin,0.008567375130951405,10.922004063515388,0.14562672084687184,20.022030425373796,0.2780837559079694,0.8550020022808178,0.0045050525986386,1.9095654581165613,5.871189005071825,0.030935617944564682
random_polygon_75_0017,random,75,ear_clipping,0.00440849969163537,11.64725570908729,0.15529674278783054,15.734118262958187,0.21852942031886372,0.5821156169072441,0.019851720318931825,1.407173237480086,3.7484084112603826,0.1278308866146255
random_polygon_75_0017,random,75,optimal_minsum,0.011997958179563284,11.64725570908729,0.15529674278783054,10.012489915043941,0.13906235993116586,0.30657843106927724,0.019851720318931825,0.895462180563282,1.974145919390793,0.1278308866146255
random_polygon_75_0017,random,75,optimal_minimax,0.012276624795049429,11.64725570908729,0.15529674278783054,10.63379201585141,0.14769155577571402,0.30657843106927724,0.019851720318931825,0.9510280326838093,1.974145919390793,0.1278308866146255
random_polygon_75_0017,random,75,optimal_maximin,0.012263125274330378,11.64725570908729,0.15529674278783054,14.344395421851159,0.1992277141923772,0.5458717666713458,0.019851720318931825,1.2828840490528897,3.5150239269160113,0.1278308866146255
random_polygon_75_0018,random,75,ear_clipping,0.004506084136664867,10.906423380365158,0.14541897840486878,13.678603355196094,0.1899806021555013,0.4607573067563374,0.012838819640398264,1.3064360941015973,3.1684812519691774,0.08828847363136479
random_polygon_75_0018,random,75,optimal_minsum,0.011316500138491392,10.906423380365158,0.14541897840486878,10.551783961528068,0.14655255502122316,0.3097642065179845,0.012838819640398264,1.0077952453578538,2.130149791422364,0.08828847363136479
random_polygon_75_0018,random,75,optimal_minimax,0.011640333104878664,10.906423380365158,0.14541897840486878,11.13525161751497,0.1546562724654857,0.3097642065179845,0.012838819640398264,1.0635219292690865,2.130149791422364,0.08828847363136479
random_polygon_75_0018,random,75,optimal_maximin,0.011515708174556494,10.906423380365158,0.14541897840486878,15.871312082158191,0.22043489002997488,0.5180637744614958,0.012838819640398264,1.5158605324282384,3.5625595788407107,0.08828847363136479
